Country,Year,State,Type of Region,Month,Peak electricity demand (UOM:MW(MegaWatt)) |Scaling Factor:1,Peak electricity met (UOM:MW(MegaWatt)) |Scaling Factor:1,"Peak Electricity Demand Not Met (UOM:MW(Megawatt)), Scaling Factor:1","Percentage Of Peak Electricity Demand Not Met (UOM:%(Percentage)), Scaling Factor:1"
India,"Financial Year (Apr - Mar), 2022",Rajasthan,Northern Region,"September, 2022",15843,15843,0,0.00%
India,"Financial Year (Apr - Mar), 2022",Sikkim,Eastern Region,"September, 2022",102.5883602,102.391257,0.2,0.00%
India,"Financial Year (Apr - Mar), 2022",Tamil Nadu,Southern Region,"September, 2022",16110.21933,16073.05,37.17,0.00%
India,"Financial Year (Apr - Mar), 2022",Telangana,Southern Region,"September, 2022",13191.413,13191,0.41,0.00%
India,"Financial Year (Apr - Mar), 2022",The Dadra And Nagar Haveli And Daman And Diu,Western Region,"September, 2022",1233,1233,0,0.00%
India,"Financial Year (Apr - Mar), 2022",Tripura,North East Region,"September, 2022",333,333,0,0.00%
India,"Financial Year (Apr - Mar), 2022",Uttar Pradesh,Northern Region,"September, 2022",27369,26589,780,3.00%
India,"Financial Year (Apr - Mar), 2022",UttarakhAnd,Northern Region,"September, 2022",2313,2313,0,0.00%
India,"Financial Year (Apr - Mar), 2022",West Bengal,Eastern Region,"September, 2022",9618.777918,9613.730709,5.05,0.00%
India,"Financial Year (Apr - Mar), 2022",Andaman And Nicobar IslAnds,Eastern Region,"August, 2022",58,58,0,0.00%
India,"Financial Year (Apr - Mar), 2022",Andhra Pradesh,Southern Region,"August, 2022",11371.72,11299,72.72,1.00%
India,"Financial Year (Apr - Mar), 2022",Arunachal Pradesh,North East Region,"August, 2022",155,155,0,0.00%
India,"Financial Year (Apr - Mar), 2022",Assam,North East Region,"August, 2022",2378.851,2376,2.85,0.00%
India,"Financial Year (Apr - Mar), 2022",Bihar,Eastern Region,"August, 2022",7607.63942,6654.173347,953.47,13.00%
India,"Financial Year (Apr - Mar), 2022",ChAndigarh,Northern Region,"August, 2022",381,381,0,0.00%
India,"Financial Year (Apr - Mar), 2022",Chhattisgarh,Western Region,"August, 2022",5072.5483,5069,3.55,0.00%
India,"Financial Year (Apr - Mar), 2022",Delhi,Northern Region,"August, 2022",6446,6446,0,0.00%
India,"Financial Year (Apr - Mar), 2022",Goa,Western Region,"August, 2022",621.8175875,619,2.82,0.00%
India,"Financial Year (Apr - Mar), 2022",Gujarat,Western Region,"August, 2022",17632,17632,0,0.00%
India,"Financial Year (Apr - Mar), 2022",Haryana,Northern Region,"August, 2022",12015,12015,0,0.00%
India,"Financial Year (Apr - Mar), 2022",Himachal Pradesh,Northern Region,"August, 2022",1711,1711,0,0.00%
India,"Financial Year (Apr - Mar), 2022",Mizoram,North East Region,"June, 2022",118.035,118,0.03,0.00%
India,"Financial Year (Apr - Mar), 2022",JharkhAnd,Eastern Region,"August, 2022",2138.009555,1757.43513,380.57,18.00%
India,"Financial Year (Apr - Mar), 2022",Karnataka,Southern Region,"August, 2022",11274.98583,11268,6.99,0.00%
India,"Financial Year (Apr - Mar), 2022",Kerala,Southern Region,"August, 2022",3815.2301,3790.5761,24.65,1.00%
India,"Financial Year (Apr - Mar), 2022",Lakshadweep,Southern Region,"August, 2022",10.84795,10.84795,0,0.00%
India,"Financial Year (Apr - Mar), 2022",Madhya Pradesh,Western Region,"August, 2022",10957,10957,0,0.00%
India,"Financial Year (Apr - Mar), 2022",Maharashtra,Western Region,"August, 2022",24186.4623,24178,8.46,0.00%
India,"Financial Year (Apr - Mar), 2022",Manipur,North East Region,"August, 2022",207,207,0,0.00%
India,"Financial Year (Apr - Mar), 2022",Meghalaya,North East Region,"August, 2022",349,349,0,0.00%
India,"Financial Year (Apr - Mar), 2022",Mizoram,North East Region,"August, 2022",119,119,0,0.00%
India,"Financial Year (Apr - Mar), 2022",NagalAnd,North East Region,"August, 2022",162,162,0,0.00%
India,"Financial Year (Apr - Mar), 2022",Odisha,Eastern Region,"August, 2022",6566.401264,6391.282381,175.12,3.00%
India,"Financial Year (Apr - Mar), 2022",Puducherry,Southern Region,"August, 2022",456.609711,456.609711,0,0.00%
India,"Financial Year (Apr - Mar), 2022",Punjab,Northern Region,"August, 2022",14298,14298,0,0.00%
India,"Financial Year (Apr - Mar), 2022",Rajasthan,Northern Region,"August, 2022",13808,13808,0,0.00%
India,"Financial Year (Apr - Mar), 2022",Sikkim,Eastern Region,"August, 2022",98.08250044,97.689301,0.39,0.00%
India,"Financial Year (Apr - Mar), 2022",Tamil Nadu,Southern Region,"August, 2022",16410.9339,16410.9339,0,0.00%
India,"Financial Year (Apr - Mar), 2022",Telangana,Southern Region,"August, 2022",13695.357,13079,616.36,5.00%
India,"Financial Year (Apr - Mar), 2022",The Dadra And Nagar Haveli And Daman And Diu,Western Region,"August, 2022",1216,1216,0,0.00%
India,"Financial Year (Apr - Mar), 2022",Tripura,North East Region,"August, 2022",324,324,0,0.00%
India,"Financial Year (Apr - Mar), 2022",Uttar Pradesh,Northern Region,"August, 2022",25437,25437,0,0.00%
India,"Financial Year (Apr - Mar), 2022",UttarakhAnd,Northern Region,"August, 2022",2339,2339,0,0.00%
India,"Financial Year (Apr - Mar), 2022",West Bengal,Eastern Region,"August, 2022",9693.536425,9689.746042,3.79,0.00%
India,"Financial Year (Apr - Mar), 2022",Andaman And Nicobar IslAnds,Eastern Region,"July, 2022",58,58,0,0.00%
India,"Financial Year (Apr - Mar), 2022",Andhra Pradesh,Southern Region,"July, 2022",9790.27,9763,27.27,0.00%
India,"Financial Year (Apr - Mar), 2022",Arunachal Pradesh,North East Region,"July, 2022",143,143,0,0.00%
India,"Financial Year (Apr - Mar), 2022",Assam,North East Region,"July, 2022",2231.200817,2231,0.2,0.00%
India,"Financial Year (Apr - Mar), 2022",Bihar,Eastern Region,"July, 2022",7851.518998,6630.739104,1220.78,16.00%
India,"Financial Year (Apr - Mar), 2022",ChAndigarh,Northern Region,"July, 2022",401,401,0,0.00%
India,"Financial Year (Apr - Mar), 2022",Chhattisgarh,Western Region,"July, 2022",4831,4831,0,0.00%
India,"Financial Year (Apr - Mar), 2022",Delhi,Northern Region,"July, 2022",7517,7517,0,0.00%
India,"Financial Year (Apr - Mar), 2022",Goa,Western Region,"July, 2022",624.09025,623,1.09,0.00%
India,"Financial Year (Apr - Mar), 2022",Gujarat,Western Region,"July, 2022",17428,17428,0,0.00%
India,"Financial Year (Apr - Mar), 2022",Haryana,Northern Region,"July, 2022",12327,12327,0,0.00%
India,"Financial Year (Apr - Mar), 2022",Himachal Pradesh,Northern Region,"July, 2022",1732,1732,0,0.00%
India,"Financial Year (Apr - Mar), 2022",JharkhAnd,Eastern Region,"July, 2022",2253.425544,1917.810385,335.62,15.00%
India,"Financial Year (Apr - Mar), 2022",Karnataka,Southern Region,"July, 2022",10884.7475,10855,29.75,0.00%
India,"Financial Year (Apr - Mar), 2022",Kerala,Southern Region,"July, 2022",3647.5697,3646.4987,1.07,0.00%
India,"Financial Year (Apr - Mar), 2022",Lakshadweep,Southern Region,"July, 2022",10.8767,10.8767,0,0.00%
India,"Financial Year (Apr - Mar), 2022",Madhya Pradesh,Western Region,"July, 2022",10244.18591,10237.02,7.17,0.00%
India,"Financial Year (Apr - Mar), 2022",Maharashtra,Western Region,"July, 2022",22539.5,22539.5,0,0.00%
India,"Financial Year (Apr - Mar), 2022",Manipur,North East Region,"July, 2022",201.181,201,0.18,0.00%
India,"Financial Year (Apr - Mar), 2022",Meghalaya,North East Region,"July, 2022",332,332,0,0.00%
India,"Financial Year (Apr - Mar), 2022",Mizoram,North East Region,"July, 2022",119.071,119,0.07,0.00%
India,"Financial Year (Apr - Mar), 2022",NagalAnd,North East Region,"July, 2022",159.095,159,0.09,0.00%
India,"Financial Year (Apr - Mar), 2022",Odisha,Eastern Region,"July, 2022",6258.876404,6258.876404,0,0.00%
India,"Financial Year (Apr - Mar), 2022",Puducherry,Southern Region,"July, 2022",478.821014,478.821014,0,0.00%
India,"Financial Year (Apr - Mar), 2022",Punjab,Northern Region,"July, 2022",14069,14069,0,0.00%
India,"Financial Year (Apr - Mar), 2022",Rajasthan,Northern Region,"July, 2022",12332,12332,0,0.00%
India,"Financial Year (Apr - Mar), 2022",Sikkim,Eastern Region,"July, 2022",90.87474589,90.7953,0.08,0.00%
India,"Financial Year (Apr - Mar), 2022",Tamil Nadu,Southern Region,"July, 2022",15989.25643,15969.1671,20.09,0.00%
India,"Financial Year (Apr - Mar), 2022",Telangana,Southern Region,"July, 2022",12468,12468,0,0.00%
India,"Financial Year (Apr - Mar), 2022",The Dadra And Nagar Haveli And Daman And Diu,Western Region,"July, 2022",1198,1198,0,0.00%
India,"Financial Year (Apr - Mar), 2022",Tripura,North East Region,"July, 2022",319,319,0,0.00%
India,"Financial Year (Apr - Mar), 2022",Uttar Pradesh,Northern Region,"July, 2022",25951,25951,0,0.00%
India,"Financial Year (Apr - Mar), 2022",UttarakhAnd,Northern Region,"July, 2022",2342,2342,0,0.00%
India,"Financial Year (Apr - Mar), 2022",West Bengal,Eastern Region,"July, 2022",9558.987202,9557.511815,1.48,0.00%
India,"Financial Year (Apr - Mar), 2022",Andaman And Nicobar IslAnds,Eastern Region,"June, 2022",58.6,58.6,0,0.00%
India,"Financial Year (Apr - Mar), 2022",Andhra Pradesh,Southern Region,"June, 2022",11309.2565,11248,61.26,1.00%
India,"Financial Year (Apr - Mar), 2022",Arunachal Pradesh,North East Region,"June, 2022",157.712,137,20.71,13.00%
India,"Financial Year (Apr - Mar), 2022",Assam,North East Region,"June, 2022",2141.153,2059,82.15,4.00%
India,"Financial Year (Apr - Mar), 2022",Bihar,Eastern Region,"June, 2022",6831.060255,6308.130791,522.93,8.00%
India,"Financial Year (Apr - Mar), 2022",ChAndigarh,Northern Region,"June, 2022",407,407,0,0.00%
India,"Financial Year (Apr - Mar), 2022",Chhattisgarh,Western Region,"June, 2022",4685,4685,0,0.00%
India,"Financial Year (Apr - Mar), 2022",Delhi,Northern Region,"June, 2022",7695,7695,0,0.00%
India,"Financial Year (Apr - Mar), 2022",Goa,Western Region,"June, 2022",662.580575,660.5,2.08,0.00%
India,"Financial Year (Apr - Mar), 2022",Gujarat,Western Region,"June, 2022",21236,21236,0,0.00%
India,"Financial Year (Apr - Mar), 2022",Haryana,Northern Region,"June, 2022",12768,12768,0,0.00%
India,"Financial Year (Apr - Mar), 2022",Himachal Pradesh,Northern Region,"June, 2022",1739,1739,0,0.00%
India,"Financial Year (Apr - Mar), 2022",JharkhAnd,Eastern Region,"June, 2022",1894.956344,1615.389954,279.57,15.00%
India,"Financial Year (Apr - Mar), 2022",Karnataka,Southern Region,"June, 2022",11804.78583,11781,23.79,0.00%
India,"Financial Year (Apr - Mar), 2022",Kerala,Southern Region,"June, 2022",3975.1872,3975.1872,0,0.00%
India,"Financial Year (Apr - Mar), 2022",Lakshadweep,Southern Region,"June, 2022",11.3574,11.3574,0,0.00%
India,"Financial Year (Apr - Mar), 2022",Madhya Pradesh,Western Region,"June, 2022",11519.93916,11479.76,40.18,0.00%
India,"Financial Year (Apr - Mar), 2022",Maharashtra,Western Region,"June, 2022",26971.5,26971.5,0,0.00%
India,"Financial Year (Apr - Mar), 2022",NagalAnd,North East Region,"June, 2022",150,150,0,0.00%
India,"Financial Year (Apr - Mar), 2022",Odisha,Eastern Region,"June, 2022",6426.873164,6378.318217,48.55,1.00%
India,"Financial Year (Apr - Mar), 2022",Puducherry,Southern Region,"June, 2022",501.1,501.1,0,0.00%
India,"Financial Year (Apr - Mar), 2022",Punjab,Northern Region,"June, 2022",14311,14311,0,0.00%
India,"Financial Year (Apr - Mar), 2022",Rajasthan,Northern Region,"June, 2022",16012,16012,0,0.00%
India,"Financial Year (Apr - Mar), 2022",Sikkim,Eastern Region,"June, 2022",97.621468,97.621468,0,0.00%
India,"Financial Year (Apr - Mar), 2022",Tamil Nadu,Southern Region,"June, 2022",16929.2947,16929.2947,0,0.00%
India,"Financial Year (Apr - Mar), 2022",Telangana,Southern Region,"June, 2022",9898.04,9806,92.04,1.00%
India,"Financial Year (Apr - Mar), 2022",The Dadra And Nagar Haveli And Daman And Diu,Western Region,"June, 2022",1243,1243,0,0.00%
India,"Financial Year (Apr - Mar), 2022",Tripura,North East Region,"June, 2022",306,306,0,0.00%
India,"Financial Year (Apr - Mar), 2022",Uttar Pradesh,Northern Region,"June, 2022",25456,25046,410,2.00%
India,"Financial Year (Apr - Mar), 2022",UttarakhAnd,Northern Region,"June, 2022",2594,2594,0,0.00%
India,"Financial Year (Apr - Mar), 2022",West Bengal,Eastern Region,"June, 2022",9592.065529,9563.772491,28.29,0.00%
India,"Financial Year (Apr - Mar), 2022",Andaman And Nicobar IslAnds,Eastern Region,"May, 2022",59.9,59.9,0,0.00%
India,"Financial Year (Apr - Mar), 2022",Andhra Pradesh,Southern Region,"May, 2022",11218,11218,0,0.00%
India,"Financial Year (Apr - Mar), 2022",Arunachal Pradesh,North East Region,"May, 2022",142.041,137,5.04,4.00%
India,"Financial Year (Apr - Mar), 2022",Assam,North East Region,"May, 2022",2143.902,2082,61.9,3.00%
India,"Financial Year (Apr - Mar), 2022",Bihar,Eastern Region,"May, 2022",6740.265424,6033.688221,706.58,10.00%
India,"Financial Year (Apr - Mar), 2022",ChAndigarh,Northern Region,"May, 2022",367,367,0,0.00%
India,"Financial Year (Apr - Mar), 2022",Chhattisgarh,Western Region,"May, 2022",4975,4975,0,0.00%
India,"Financial Year (Apr - Mar), 2022",Delhi,Northern Region,"May, 2022",7070,7070,0,0.00%
India,"Financial Year (Apr - Mar), 2022",Goa,Western Region,"May, 2022",710.5,710.5,0,0.00%
India,"Financial Year (Apr - Mar), 2022",Gujarat,Western Region,"May, 2022",20769,20769,0,0.00%
India,"Financial Year (Apr - Mar), 2022",Haryana,Northern Region,"May, 2022",10052,10052,0,0.00%
India,"Financial Year (Apr - Mar), 2022",Himachal Pradesh,Northern Region,"May, 2022",1644,1644,0,0.00%
India,"Financial Year (Apr - Mar), 2022",JharkhAnd,Eastern Region,"May, 2022",1836.951802,1528.465744,308.49,17.00%
India,"Financial Year (Apr - Mar), 2022",Karnataka,Southern Region,"May, 2022",12260,12260,0,0.00%
India,"Financial Year (Apr - Mar), 2022",Kerala,Southern Region,"May, 2022",4183.9414,4168.4854,15.46,0.00%
India,"Financial Year (Apr - Mar), 2022",Lakshadweep,Southern Region,"May, 2022",12.213,12.213,0,0.00%
India,"Financial Year (Apr - Mar), 2022",Madhya Pradesh,Western Region,"May, 2022",12541.08166,12479.93,61.15,0.00%
India,"Financial Year (Apr - Mar), 2022",Maharashtra,Western Region,"May, 2022",27968.5,27968.5,0,0.00%
India,"Financial Year (Apr - Mar), 2022",Manipur,North East Region,"May, 2022",196.649,195,1.65,1.00%
India,"Financial Year (Apr - Mar), 2022",Meghalaya,North East Region,"May, 2022",343,343,0,0.00%
India,"Financial Year (Apr - Mar), 2022",Mizoram,North East Region,"May, 2022",117,117,0,0.00%
India,"Financial Year (Apr - Mar), 2022",NagalAnd,North East Region,"May, 2022",145,145,0,0.00%
India,"Financial Year (Apr - Mar), 2022",Odisha,Eastern Region,"May, 2022",6313.171214,6313.171214,0,0.00%
India,"Financial Year (Apr - Mar), 2022",Puducherry,Southern Region,"May, 2022",492.90989,492.75589,0.15,0.00%
India,"Financial Year (Apr - Mar), 2022",Punjab,Northern Region,"May, 2022",10887,10887,0,0.00%
India,"Financial Year (Apr - Mar), 2022",Rajasthan,Northern Region,"May, 2022",15949,15898,51,0.00%
India,"Financial Year (Apr - Mar), 2022",Sikkim,Eastern Region,"May, 2022",105.65405,105.65405,0,0.00%
India,"Financial Year (Apr - Mar), 2022",Tamil Nadu,Southern Region,"May, 2022",16635.7728,16635.7728,0,0.00%
India,"Financial Year (Apr - Mar), 2022",Telangana,Southern Region,"May, 2022",10519,10519,0,0.00%
India,"Financial Year (Apr - Mar), 2022",The Dadra And Nagar Haveli And Daman And Diu,Western Region,"May, 2022",1252.2569,1252,0.26,0.00%
India,"Financial Year (Apr - Mar), 2022",Tripura,North East Region,"May, 2022",303.091,303,0.09,0.00%
India,"Financial Year (Apr - Mar), 2022",Uttar Pradesh,Northern Region,"May, 2022",25046,25046,0,0.00%
India,"Financial Year (Apr - Mar), 2022",UttarakhAnd,Northern Region,"May, 2022",2354,2354,0,0.00%
India,"Financial Year (Apr - Mar), 2022",West Bengal,Eastern Region,"May, 2022",8836.59217,8821.600763,14.99,0.00%
India,"Financial Year (Apr - Mar), 2022",Andaman And Nicobar IslAnds,Eastern Region,"April, 2022",62.3,62.3,0,0.00%
India,"Financial Year (Apr - Mar), 2022",Andhra Pradesh,Southern Region,"April, 2022",13166.8385,12293,873.84,7.00%
India,"Financial Year (Apr - Mar), 2022",Arunachal Pradesh,North East Region,"April, 2022",133,133,0,0.00%
India,"Financial Year (Apr - Mar), 2022",Assam,North East Region,"April, 2022",1796.5,1759,37.5,2.00%
India,"Financial Year (Apr - Mar), 2022",Bihar,Eastern Region,"April, 2022",6802.172712,6090.962496,711.21,10.00%
India,"Financial Year (Apr - Mar), 2022",ChAndigarh,Northern Region,"April, 2022",308,308,0,0.00%
India,"Financial Year (Apr - Mar), 2022",Chhattisgarh,Western Region,"April, 2022",5338.64275,5285,53.64,1.00%
India,"Financial Year (Apr - Mar), 2022",Delhi,Northern Region,"April, 2022",6197,6197,0,0.00%
India,"Financial Year (Apr - Mar), 2022",Goa,Western Region,"April, 2022",717.74145,713,4.74,1.00%
India,"Financial Year (Apr - Mar), 2022",Gujarat,Western Region,"April, 2022",21464.3207,21382,82.32,0.00%
India,"Financial Year (Apr - Mar), 2022",Haryana,Northern Region,"April, 2022",9320,9320,0,0.00%
India,"Financial Year (Apr - Mar), 2022",Himachal Pradesh,Northern Region,"April, 2022",1717,1717,0,0.00%
India,"Financial Year (Apr - Mar), 2022",JharkhAnd,Eastern Region,"April, 2022",2118.065431,1806.599027,311.47,15.00%
India,"Financial Year (Apr - Mar), 2022",Karnataka,Southern Region,"April, 2022",14724.985,14724.985,0,0.00%
India,"Financial Year (Apr - Mar), 2022",Kerala,Southern Region,"April, 2022",4698.6932,4369.9022,328.79,7.00%
India,"Financial Year (Apr - Mar), 2022",Lakshadweep,Southern Region,"April, 2022",11.689,11.689,0,0.00%
India,"Financial Year (Apr - Mar), 2022",Madhya Pradesh,Western Region,"April, 2022",12750.94273,12592.28,158.66,1.00%
India,"Financial Year (Apr - Mar), 2022",Maharashtra,Western Region,"April, 2022",30935.2883,28846,2089.29,7.00%
India,"Financial Year (Apr - Mar), 2022",Manipur,North East Region,"April, 2022",202,202,0,0.00%
India,"Financial Year (Apr - Mar), 2022",Meghalaya,North East Region,"April, 2022",359,359,0,0.00%
India,"Financial Year (Apr - Mar), 2022",Mizoram,North East Region,"April, 2022",118,118,0,0.00%
India,"Financial Year (Apr - Mar), 2022",NagalAnd,North East Region,"April, 2022",138,138,0,0.00%
India,"Financial Year (Apr - Mar), 2022",Odisha,Eastern Region,"April, 2022",5713.501567,5674.165647,39.34,1.00%
India,"Financial Year (Apr - Mar), 2022",Puducherry,Southern Region,"April, 2022",481.382507,481.382507,0,0.00%
India,"Financial Year (Apr - Mar), 2022",Punjab,Northern Region,"April, 2022",9889,9789,100,1.00%
India,"Financial Year (Apr - Mar), 2022",Rajasthan,Northern Region,"April, 2022",14291,14167,124,1.00%
India,"Financial Year (Apr - Mar), 2022",Sikkim,Eastern Region,"April, 2022",115.8283442,114.923323,0.91,1.00%
India,"Financial Year (Apr - Mar), 2022",Tamil Nadu,Southern Region,"April, 2022",17306.06773,17248.1584,57.91,0.00%
